client_id,age_group,client_tier,preferred_channel,acquisition_channel,boutique_id,boutique_name,boutique_city,region,boutique_format,boutique_sales_tier,boutique_clienteling_maturity,boutique_wfj_focus_flag,boutique_digital_adoption_score,advisor_id,advisor_tenure_years,advisor_client_book_size,advisor_productivity_tier,primary_division,primary_category,secondary_category_interest,cross_category_flag,strategic_division_opportunity,last_purchase_days,purchase_frequency_12m,transaction_count_12m,total_units_12m,atv,upt,total_spend_12m,lifetime_spend,average_order_value,categories_purchased,relationship_tenure_years,high_value_client_flag,client_value_score,online_visits_90d,product_page_views_90d,fashion_page_views_90d,beauty_page_views_90d,wfj_page_views_90d,wishlist_additions_90d,high_intent_browsing_flag,app_engagement_score,last_campaign_type,campaign_sent_30d,campaign_open_30d,campaign_click_30d,campaign_conversion_30d,days_since_last_campaign,digital_campaign_click_rate,appointment_scheduled_flag,appointment_completed_flag,appointment_conversion_flag,days_since_last_appointment,appointment_count_12m,boutique_visits_12m,email_open_rate,email_opt_in_flag,sms_opt_in_flag,client_contactable_flag,preferred_contact_method,service_interaction_12m,return_or_exchange_12m,estimated_return_rate,client_satisfaction_score,service_recovery_flag,clienteling_touchpoints_90d,event_attendance_12m,advisor_follow_up_flag,repeat_purchase_probability_true,repeat_purchase_90d,estimated_clienteling_revenue
C004209,25-34,High Potential,Omnichannel,Online Search,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A02,4,188,Emerging,Fashion,Handbags,Fine Jewelry Interest,1,Medium Strategic Value,159,1,1,1,15545.77,1.0,15545.77,52347.43,15545.77,4,6,1,9.92,15,30,9,5,15,0,1,30.9,Welcome Journey,1,1,1,0,4,0.495,1,1,0,122,2,4,0.273,1,1,1,Email + SMS,0,0,0.0,90.3,0,1,0,0,0.6381,0,9919.32
C004210,18-24,Core,Boutique,Email Campaign,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A08,4,151,Core,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,205,5,5,13,379.72,2.6,1898.6,4463.37,379.72,4,2,0,5.73,3,9,5,13,1,1,0,37.3,Reactivation,1,0,0,0,2,0.183,0,0,0,999,0,3,0.288,1,0,1,Email,1,0,0.0,76.4,0,4,0,0,0.4712,1,178.93
C004211,25-34,VIP,Boutique,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A01,5,210,Top Performer,Fragrance & Beauty,Skincare,Handbags,1,Scale Opportunity,111,4,4,6,833.35,1.5,3333.4,18880.17,833.35,2,2,1,8.37,6,12,6,5,3,0,0,11.1,Beauty Replenishment,1,0,0,0,15,0.479,1,1,0,152,3,11,0.416,1,1,1,Email + SMS,1,0,0.0,98.9,0,5,3,1,0.9465,1,788.76
C004212,35-44,VIP,Omnichannel,Event,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A11,3,139,Top Performer,Watches & Fine Jewelry,Bridal / Occasion Jewelry,Fashion Styling,1,High Strategic Value,125,7,7,7,27392.64,1.0,191748.48,1019664.7,27392.64,4,5,1,11.38,10,20,3,5,8,0,1,41.6,Fragrance Launch,1,1,1,1,27,0.445,0,0,0,999,2,9,0.766,0,1,1,SMS,4,0,0.0,100.0,0,3,1,1,0.9888,1,27087.19
C004213,35-44,New,Boutique,Event,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A01,5,92,High Performer,Fragrance & Beauty,Makeup,None,0,Scale Opportunity,197,3,3,6,108.98,2.0,326.94,326.94,108.98,3,0,0,3.48,3,18,2,13,1,1,0,46.2,Private Event,1,0,0,0,10,0.286,0,0,0,999,1,1,0.076,1,0,1,Email,1,0,0.0,75.7,0,1,0,0,0.1762,0,19.21
C004214,25-34,Core,Omnichannel,Boutique Walk-In,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A01,5,239,Core,Fashion,Accessories,None,0,Medium Strategic Value,190,2,2,3,17103.96,1.5,34207.92,80267.8,17103.96,1,2,1,8.96,15,30,12,8,2,4,1,20.7,Fragrance Launch,1,0,0,0,3,0.326,0,0,0,999,1,9,0.228,1,1,1,Email + SMS,2,0,0.0,77.8,0,0,0,0,0.4818,0,8239.89
C004215,45-54,New,Boutique,Social Media,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A13,5,112,Core,Watches & Fine Jewelry,Fine Jewelry,Watches,1,High Strategic Value,282,0,0,0,0.0,0.0,0.0,82.02,3590.5,3,0,0,2.05,1,7,6,5,9,1,1,53.9,Welcome Journey,1,0,0,0,15,0.227,1,1,1,141,0,2,0.173,1,1,1,Email + SMS,0,0,0.0,68.2,1,0,0,0,0.027,0,63.05
C004216,55-64,Core,Boutique,Boutique Walk-In,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A01,4,211,Core,Fragrance & Beauty,Fragrance,Skincare,1,Scale Opportunity,86,1,1,2,385.7,2.0,385.7,1178.21,385.7,1,2,0,4.86,5,15,1,15,4,1,0,27.8,Beauty Replenishment,1,1,1,0,26,0.384,0,0,0,999,1,1,0.215,1,1,1,Email + SMS,2,0,0.0,82.7,0,1,0,0,0.3683,1,142.07
C004217,18-24,Core,Boutique,Referral,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A12,5,309,Core,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,197,1,1,2,232.82,2.0,232.82,582.54,232.82,1,1,0,4.29,6,18,17,16,3,2,1,15.2,Welcome Journey,1,0,0,0,28,0.437,0,0,0,999,0,2,0.56,1,1,1,Email + SMS,0,0,0.0,83.0,0,0,1,0,0.1885,0,43.9
C004218,35-44,VIP,Boutique,Online Search,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A11,2,162,High Performer,Fashion,Shoes,Fragrance Discovery,1,Medium Strategic Value,79,6,6,10,30156.82,1.67,180940.92,968969.44,30156.82,6,7,1,11.75,0,0,9,4,2,0,0,43.5,Fragrance Launch,1,1,0,0,12,0.267,0,0,0,999,3,5,0.294,1,1,1,Email + SMS,2,1,0.167,80.5,1,8,2,1,0.9805,1,19218.93
C004219,45-54,High Potential,Boutique,Social Media,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A01,5,301,Top Performer,Watches & Fine Jewelry,Fine Jewelry,None,0,High Strategic Value,19,3,3,4,32585.55,1.33,97756.65,366286.45,32585.55,3,4,1,10.16,4,24,1,3,11,1,1,13.7,Reactivation,1,0,0,0,11,0.244,0,0,0,999,2,5,0.318,1,1,1,Email + SMS,2,0,0.0,94.2,0,1,0,0,0.8413,1,27413.78
C004220,25-34,New,Online,Boutique Walk-In,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A06,3,231,Core,Watches & Fine Jewelry,Fine Jewelry,Fragrance Discovery,1,High Strategic Value,208,0,0,0,0.0,0.0,0.0,0.0,6952.27,1,1,0,0.7,3,15,6,7,8,2,1,44.8,WFJ Appointment Invite,1,0,0,0,2,0.428,0,0,0,999,0,0,0.288,1,1,1,Email + SMS,0,0,0.0,85.5,0,2,0,0,0.0767,0,533.36
C004221,25-34,New,Online,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A15,1,192,Core,Watches & Fine Jewelry,Fine Jewelry,Watches,1,High Strategic Value,87,1,1,1,6648.35,1.0,6648.35,6722.63,6648.35,1,0,0,5.79,6,12,4,7,6,3,1,37.6,Beauty Replenishment,1,0,0,0,6,0.332,0,0,0,999,0,0,0.467,0,1,1,SMS,1,0,0.0,85.9,0,0,0,0,0.4433,1,2947.07
C004222,45-54,Core,Omnichannel,Email Campaign,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A08,3,101,Core,Watches & Fine Jewelry,Watches,Watches,1,High Strategic Value,365,3,3,3,5526.78,1.0,16580.34,42832.28,5526.78,1,2,0,7.06,8,32,1,1,2,1,0,47.8,Reactivation,1,0,0,0,1,0.306,0,0,0,999,0,4,0.36,0,0,0,Do Not Contact,2,0,0.0,71.1,0,1,0,0,0.086,0,118.79
C004223,55-64,Core,Online,Event,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Fragrance,Handbags,1,Scale Opportunity,44,1,1,2,112.16,2.0,112.16,394.51,112.16,1,2,0,4.18,9,36,6,17,2,1,0,86.2,Fragrance Launch,1,1,1,0,27,0.235,1,0,0,55,0,2,0.516,1,0,1,Email,1,0,0.0,79.2,0,1,0,0,0.594,1,66.63
C004224,55-64,New,Online,Email Campaign,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A08,4,194,High Performer,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,66,2,2,5,134.08,2.5,268.16,302.03,134.08,1,0,0,3.9,13,65,7,14,2,1,1,48.5,Welcome Journey,1,0,0,0,21,0.361,0,0,0,999,1,0,0.165,1,1,1,Email + SMS,0,0,0.0,73.0,0,0,0,0,0.4355,0,58.39
C004225,35-44,VIP,Online,Online Search,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A04,4,193,Core,Fragrance & Beauty,Fragrance,Skincare,1,Scale Opportunity,154,2,2,4,1403.17,2.0,2806.34,15235.78,1403.17,3,6,1,9.06,18,108,4,16,2,0,1,37.5,Fashion Preview,1,1,1,0,12,0.497,0,0,0,999,5,0,0.387,0,1,1,SMS,1,0,0.0,88.2,0,6,1,0,0.8484,1,1190.5
C004226,45-54,VIP,Online,Boutique Walk-In,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A06,1,188,Core,Fashion,Ready-to-Wear,Shoes,1,Medium Strategic Value,30,3,3,5,9189.05,1.67,27567.15,164417.57,9189.05,1,2,1,9.66,13,78,13,7,1,1,1,52.3,WFJ Appointment Invite,1,1,1,1,27,0.176,1,1,0,152,3,0,0.396,1,1,1,Email + SMS,2,0,0.0,89.8,0,8,3,1,0.982,1,9023.39
C004227,35-44,Core,Online,Social Media,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A01,0,245,High Performer,Fragrance & Beauty,Skincare,None,0,Scale Opportunity,210,4,4,8,877.78,2.0,3511.12,8306.82,877.78,1,4,0,6.0,9,54,4,10,4,1,0,48.2,WFJ Appointment Invite,1,1,1,1,21,0.199,0,0,0,999,1,0,0.442,1,0,1,Email,3,0,0.0,81.1,0,2,0,0,0.4946,1,434.18
C004228,45-54,VIP,Boutique,Social Media,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A01,1,200,Emerging,Fragrance & Beauty,Makeup,Handbags,1,Scale Opportunity,30,6,6,13,553.21,2.17,3319.26,17884.35,553.21,2,5,1,8.95,5,10,1,10,6,0,0,13.3,No Recent Campaign,0,0,0,0,999,0.174,0,0,0,999,2,12,0.57,1,0,1,Email,0,0,0.0,63.1,1,5,3,1,0.9727,1,349.78
C004229,35-44,Core,Boutique,Boutique Walk-In,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A12,6,139,Emerging,Fashion,Handbags,Fragrance Discovery,1,Medium Strategic Value,111,1,1,1,5820.9,1.0,5820.9,14100.18,5820.9,1,1,0,6.21,5,30,7,12,2,1,0,55.8,Fashion Preview,1,1,0,0,28,0.073,0,0,0,999,0,3,0.13,0,1,1,SMS,0,0,0.0,69.1,1,0,0,0,0.2865,1,1084.08
C004230,25-34,High Potential,Boutique,Event,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A15,3,255,Core,Fashion,Small Leather Goods,Fragrance Discovery,1,Medium Strategic Value,43,3,3,4,9033.05,1.33,27099.15,97834.11,9033.05,1,4,1,9.87,3,21,6,6,3,0,0,26.2,Beauty Replenishment,1,0,0,0,16,0.319,0,0,0,999,1,5,0.679,0,0,0,Do Not Contact,2,0,0.0,89.3,0,5,0,1,0.8797,1,1986.6
C004231,45-54,Core,Boutique,Online Search,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A08,5,194,High Performer,Fashion,Handbags,Accessories,1,Medium Strategic Value,94,0,0,0,0.0,0.0,0.0,0.0,4012.42,2,5,0,1.5,4,28,12,4,3,1,0,22.0,No Recent Campaign,0,0,0,0,999,0.347,0,0,0,999,1,3,0.514,1,1,1,Email + SMS,4,0,0.0,79.8,0,2,2,1,0.4079,1,1636.72
C004232,35-44,New,Online,Boutique Walk-In,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A07,1,222,Core,Fragrance & Beauty,Skincare,Fine Jewelry Interest,1,Scale Opportunity,87,2,2,5,57.0,2.5,114.0,207.13,57.0,1,0,0,3.55,9,18,3,9,10,1,1,40.7,Reactivation,1,0,0,0,2,0.253,0,0,0,999,0,1,0.31,1,0,1,Email,0,0,0.0,94.3,0,2,0,1,0.4773,1,27.21
C004233,35-44,VIP,Boutique,Online Search,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A05,4,254,High Performer,Fashion,Shoes,Fine Jewelry Interest,1,Medium Strategic Value,56,3,3,5,11125.78,1.67,33377.34,183229.58,11125.78,1,5,1,10.35,2,6,4,1,3,0,0,15.8,Reactivation,1,1,0,0,10,0.226,0,0,0,999,0,6,0.368,1,0,1,Email,2,0,0.0,100.0,0,6,0,0,0.8712,1,9693.18
C004234,55-64,Core,Online,Social Media,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fashion,Accessories,Shoes,1,Medium Strategic Value,155,3,3,5,3216.35,1.67,9649.05,23506.9,3216.35,1,2,0,6.72,12,72,6,4,4,2,1,37.5,Fragrance Launch,1,0,0,0,2,0.215,0,0,0,999,2,0,0.205,0,0,0,Do Not Contact,1,0,0.0,82.4,0,2,0,0,0.4505,1,362.23
C004235,18-24,High Potential,Omnichannel,Event,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A11,4,190,Top Performer,Fragrance & Beauty,Skincare,Fine Jewelry Interest,1,Scale Opportunity,16,1,1,2,482.45,2.0,482.45,1632.38,482.45,1,2,0,5.03,16,48,1,18,6,2,1,51.8,Welcome Journey,1,0,0,0,26,0.104,0,0,0,999,1,7,0.217,1,1,1,Email + SMS,1,0,0.0,65.4,1,2,1,0,0.8052,0,252.52
C004236,25-34,Core,Omnichannel,Social Media,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A11,4,208,Core,Watches & Fine Jewelry,Fine Jewelry,Fashion Styling,1,High Strategic Value,176,2,2,2,14146.98,1.0,28293.96,70592.68,14146.98,1,2,1,9.37,12,36,3,4,6,2,1,26.7,Private Event,1,1,0,0,16,0.378,0,0,0,999,1,3,0.68,1,1,1,Email + SMS,2,0,0.0,82.8,0,4,1,0,0.7017,1,9926.35
C004237,18-24,New,Omnichannel,Social Media,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A09,7,133,Emerging,Watches & Fine Jewelry,Watches,Handbags,1,High Strategic Value,166,0,0,0,0.0,0.0,0.0,44.71,8214.89,1,0,0,1.84,11,55,4,3,6,0,0,64.6,Fashion Preview,1,1,0,0,11,0.273,0,0,0,999,0,1,0.089,1,1,1,Email + SMS,0,0,0.0,98.1,0,0,0,0,0.1177,0,967.01
C004238,45-54,New,Boutique,Boutique Walk-In,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A12,4,176,Top Performer,Fashion,Ready-to-Wear,Fine Jewelry Interest,1,Medium Strategic Value,296,2,2,3,2073.45,1.5,4146.9,4532.45,2073.45,3,2,0,5.93,4,24,9,5,4,1,0,7.1,WFJ Appointment Invite,1,0,0,0,13,0.216,0,0,0,999,0,0,0.087,1,0,1,Email,0,0,0.0,64.7,1,0,0,0,0.0466,0,62.83
C004239,45-54,Core,Online,Email Campaign,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A04,3,168,Core,Watches & Fine Jewelry,Watches,Handbags,1,High Strategic Value,162,4,4,5,5512.25,1.25,22049.0,56147.86,5512.25,1,2,1,9.23,11,55,1,3,6,3,1,41.3,Beauty Replenishment,1,0,0,0,17,0.263,0,0,0,999,0,0,0.409,0,0,0,Do Not Contact,0,0,0.0,93.6,0,1,0,1,0.5573,0,768.01
C004240,35-44,High Potential,Boutique,Email Campaign,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A10,2,100,Core,Fragrance & Beauty,Fragrance,Fine Jewelry Interest,1,Scale Opportunity,94,4,4,7,1011.13,1.75,4044.52,13528.79,1011.13,4,4,0,6.71,0,0,0,8,9,0,1,71.6,Reactivation,1,1,1,0,6,0.403,0,0,0,999,1,5,0.654,1,1,1,Email + SMS,1,0,0.0,80.5,0,5,1,1,0.9248,1,935.1
C004241,45-54,Core,Omnichannel,Event,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A13,3,197,High Performer,Fragrance & Beauty,Skincare,Fashion Entry,1,Scale Opportunity,83,0,0,0,0.0,0.0,0.0,0.0,141.28,1,3,0,1.1,9,27,4,13,2,4,1,51.6,Fashion Preview,1,1,0,0,17,0.312,0,0,0,999,1,1,0.354,0,0,0,Do Not Contact,2,0,0.0,91.7,0,1,1,0,0.4234,1,14.95
C004242,35-44,High Potential,Omnichannel,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A11,2,182,Core,Fragrance & Beauty,Fragrance,Handbags,1,Scale Opportunity,365,3,3,8,385.37,2.67,1156.11,4045.28,385.37,2,5,0,6.17,13,52,4,6,2,3,1,19.3,No Recent Campaign,0,0,0,0,999,0.39,0,0,0,999,1,6,0.326,1,0,1,Email,0,1,0.333,54.7,1,4,0,1,0.1818,0,45.53
C004243,45-54,High Potential,Omnichannel,Social Media,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A10,1,140,Core,Fashion,Small Leather Goods,Fine Jewelry Interest,1,Medium Strategic Value,71,4,4,6,4440.9,1.5,17763.6,62597.43,4440.9,3,4,1,9.61,7,14,8,2,9,2,1,38.8,Private Event,1,0,0,0,20,0.207,0,0,0,999,0,1,0.311,1,0,1,Email,3,0,0.0,88.2,0,0,0,0,0.7305,1,3244.27
C004244,35-44,High Potential,Online,Social Media,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A09,2,132,Top Performer,Fashion,Shoes,Fine Jewelry Interest,1,Medium Strategic Value,148,5,5,8,11386.05,1.6,56930.25,199799.89,11386.05,3,4,1,10.31,5,25,6,2,13,1,1,56.2,Beauty Replenishment,1,0,0,1,24,0.296,0,0,0,999,1,1,0.346,1,1,1,Email + SMS,0,0,0.0,66.6,1,2,0,0,0.7377,1,5459.42
C004245,35-44,Core,Omnichannel,Email Campaign,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A09,5,221,Core,Fragrance & Beauty,Fragrance,None,0,Scale Opportunity,129,4,4,6,587.86,1.5,2351.44,5600.98,587.86,1,1,0,5.16,9,27,2,10,2,1,0,41.2,Beauty Replenishment,1,0,0,0,13,0.221,1,0,0,61,2,10,0.363,1,1,1,Email + SMS,1,1,0.25,76.3,0,1,0,0,0.6579,1,386.78
C004246,55-64,VIP,Online,Email Campaign,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Makeup,Fashion Entry,1,Scale Opportunity,106,3,3,6,471.29,2.0,1413.87,7796.89,471.29,5,7,1,8.85,14,98,9,20,1,3,1,70.7,Beauty Replenishment,1,0,0,0,5,0.476,0,0,0,999,1,0,0.533,1,1,1,Email + SMS,0,0,0.0,90.6,0,4,0,1,0.883,1,416.13
C004247,25-34,Core,Boutique,Referral,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A06,3,198,Emerging,Fashion,Shoes,Accessories,1,Medium Strategic Value,180,1,1,1,5821.91,1.0,5821.91,14584.37,5821.91,4,2,0,6.42,4,16,3,4,3,0,0,44.7,Private Event,1,1,0,0,4,0.031,0,0,0,999,0,1,0.031,1,0,1,Email,1,0,0.0,83.7,0,0,0,0,0.1936,1,1126.87
C004248,25-34,Core,Omnichannel,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A15,3,148,High Performer,Watches & Fine Jewelry,Fine Jewelry,Fashion Styling,1,High Strategic Value,55,2,2,2,12886.2,1.0,25772.4,63806.48,12886.2,2,1,1,9.11,12,72,1,7,7,1,1,77.2,Fashion Preview,1,1,0,0,8,0.493,1,0,0,141,2,1,0.318,1,0,1,Email,1,0,0.0,90.8,0,0,0,0,0.8151,1,10503.19
C004249,35-44,New,Online,Email Campaign,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A15,4,225,Core,Fragrance & Beauty,Fragrance,None,0,Scale Opportunity,159,0,0,0,0.0,0.0,0.0,0.0,322.03,1,0,0,0.0,11,44,1,11,0,4,1,45.6,Beauty Replenishment,1,0,0,0,3,0.045,0,1,1,999,0,0,0.212,1,1,1,Email + SMS,0,0,0.0,66.8,1,1,0,0,0.0945,0,19.78
C004250,65+,Core,Online,Social Media,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Skincare,None,0,Scale Opportunity,207,1,1,2,81.93,2.0,81.93,256.75,81.93,3,3,0,3.65,10,70,4,11,1,3,1,24.2,No Recent Campaign,0,0,0,0,999,0.129,0,0,0,999,0,0,0.069,1,1,1,Email + SMS,1,0,0.0,79.8,0,0,0,0,0.0949,0,7.78
C004251,35-44,New,Boutique,Referral,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A14,3,143,Emerging,Fragrance & Beauty,Fragrance,Handbags,1,Scale Opportunity,110,0,0,0,0.0,0.0,0.0,0.0,249.86,1,3,0,1.1,2,8,2,5,3,0,0,13.7,Fragrance Launch,1,0,0,0,5,0.392,0,0,0,999,0,2,0.179,1,0,1,Email,2,0,0.0,71.3,0,1,0,0,0.1085,0,27.11
C004252,18-24,Core,Omnichannel,Online Search,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A13,4,120,Emerging,Watches & Fine Jewelry,Bridal / Occasion Jewelry,None,0,High Strategic Value,55,7,7,8,12586.76,1.14,88107.32,207047.75,12586.76,2,2,1,9.53,11,33,5,3,8,1,1,30.6,Fashion Preview,1,0,0,0,12,0.166,0,0,0,999,2,4,0.204,1,1,1,Email + SMS,3,0,0.0,79.2,0,0,1,1,0.9288,1,11690.01
C004253,35-44,New,Online,Online Search,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A03,5,126,Core,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,85,2,2,5,151.28,2.5,302.56,320.32,151.28,4,0,0,3.95,9,18,9,17,2,4,1,45.2,Welcome Journey,1,0,0,0,21,0.292,0,0,0,999,0,0,0.597,1,1,1,Email + SMS,0,0,0.0,72.8,0,0,0,0,0.5595,0,84.65
C004254,35-44,Core,Omnichannel,Online Search,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A15,5,220,Top Performer,Watches & Fine Jewelry,Fine Jewelry,Fashion Styling,1,High Strategic Value,247,2,2,2,12305.07,1.0,24610.14,58657.01,12305.07,1,1,1,9.07,14,98,3,7,8,1,1,50.7,No Recent Campaign,0,0,0,0,999,0.275,1,1,0,60,1,5,0.489,1,1,1,Email + SMS,1,0,0.0,100.0,0,1,0,1,0.5097,0,6272.04
C004255,25-34,High Potential,Omnichannel,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A08,2,186,Emerging,Watches & Fine Jewelry,Bridal / Occasion Jewelry,Handbags,1,High Strategic Value,100,1,1,1,22984.9,1.0,22984.9,80461.66,22984.9,1,1,1,9.16,7,21,4,1,14,2,1,52.7,No Recent Campaign,0,0,0,0,999,0.252,0,0,0,999,4,9,0.174,1,1,1,Email + SMS,0,1,1.0,84.0,1,4,0,0,0.7671,0,11460.55
C004256,45-54,Core,Omnichannel,Online Search,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A05,5,127,High Performer,Fragrance & Beauty,Beauty Services,Handbags,1,Scale Opportunity,180,2,2,4,338.02,2.0,676.04,1883.21,338.02,2,1,0,4.97,9,54,2,15,1,2,1,55.2,Reactivation,1,0,0,0,12,0.293,0,0,0,999,1,1,0.267,1,1,1,Email + SMS,0,0,0.0,90.8,0,1,0,1,0.4219,1,142.59
C004257,65+,New,Online,Referral,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Fragrance,Handbags,1,Scale Opportunity,111,1,1,2,264.41,2.0,264.41,305.64,264.41,1,1,0,4.1,11,55,8,12,4,2,1,12.5,Private Event,1,1,0,0,17,0.178,1,1,1,53,0,0,0.583,1,1,1,Email + SMS,2,0,0.0,95.0,0,1,0,0,0.4012,1,106.09
C004258,35-44,New,Omnichannel,Boutique Walk-In,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A15,1,145,High Performer,Fashion,Shoes,Fine Jewelry Interest,1,Medium Strategic Value,88,1,1,1,3057.99,1.0,3057.99,3487.01,3057.99,1,0,0,5.36,14,84,4,3,7,5,1,35.9,WFJ Appointment Invite,1,0,0,0,5,0.23,0,0,0,999,0,4,0.26,1,1,1,Email + SMS,1,0,0.0,83.3,0,0,0,0,0.5956,0,1821.33
C004259,35-44,High Potential,Boutique,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A15,8,289,Core,Watches & Fine Jewelry,Fine Jewelry,Handbags,1,High Strategic Value,129,3,3,3,16669.35,1.0,50008.05,189273.71,16669.35,3,1,1,9.66,3,21,7,3,3,2,1,16.2,Beauty Replenishment,1,1,1,1,4,0.271,0,0,0,999,0,4,0.503,0,0,0,Do Not Contact,2,0,0.0,100.0,0,5,0,1,0.8461,1,3525.89
C004260,35-44,New,Boutique,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A15,1,145,Emerging,Fashion,Shoes,Accessories,1,Medium Strategic Value,28,1,1,1,2661.28,1.0,2661.28,3071.69,2661.28,1,0,0,5.28,3,12,12,4,1,0,0,28.3,Fragrance Launch,1,1,1,0,9,0.129,0,0,0,999,0,2,0.44,0,1,1,SMS,1,0,0.0,70.9,0,0,0,0,0.5228,1,1391.19
